FILE_NAME,DATE,TIME,ENTITY,IPN_CARTRIDGE,TYPE_FORCE,WIRE_ID,FORCE
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",7,8.2761
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",8,10.175
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",9,10.252
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",10,10.637
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",11,9.2740
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",12,10.982
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",13,11.020
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",14,9.5739
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",15,8.5494
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",16,11.033
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",17,11.153
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",18,11.339
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",19,11.583
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",20,11.105
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",21,10.868
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",22,11.118
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",23,11.019
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",24,11.443
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",25,10.972
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",26,9.9718
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",27,11.068
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",28,11.174
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",29,9.7329
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",30,11.213
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",31,11.246
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",32,11.384
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",33,11.270
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",34,10.409
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",35,11.257
PULL_4.csv,"""10/09/19""","""17:24:55""","""KWB278""","""20035517""","""Wire Pull""",36,10.064
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",1,9.8412
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",2,10.013
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",3,9.8268
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",4,9.9557
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",5,8.1401
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",6,10.331
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",7,9.3882
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",8,11.041
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",9,10.143
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",10,10.566
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",11,10.840
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",12,11.038
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",13,10.713
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",14,10.068
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",15,10.950
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",16,11.227
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",17,11.203
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",18,11.468
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",19,10.925
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",20,11.437
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",21,11.273
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",22,11.517
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",23,9.9425
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",24,10.961
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",25,10.573
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",26,10.735
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",27,11.015
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",28,10.848
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",29,10.975
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",30,10.997
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",31,8.9412
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",32,7.7827
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",33,10.559
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",34,8.0017
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",35,9.8153
PULL_5.csv,"""10/09/19""","""17:27:22""","""KWB278""","""20035517""","""Wire Pull""",36,9.3576
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",1,9.2577
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",2,9.6085
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",3,8.5156
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",4,10.530
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",5,9.2554
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",6,10.472
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",7,10.431
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",8,10.539
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",9,10.684
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",10,10.381
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",11,11.168
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",12,9.2238
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",13,11.350
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",14,11.164
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",15,9.1670
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",16,10.649
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",17,8.1889
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",18,9.5883
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",19,10.098
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",20,11.229
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",21,11.199
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",22,11.112
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",23,10.721
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",24,11.061
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",25,10.927
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",26,11.046
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",27,9.9827
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",28,11.202
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",29,10.737
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",30,11.276
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",31,10.752
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",32,11.101
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",33,7.8296
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",34,10.674
PULL_6.csv,"""10/09/19""","""17:31:51""","""KWB278""","""20035517""","""Wire Pull""",35,11.076
