
"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",1,"3",9.8412

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",2,"3",10.013

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",3,"3",9.8268

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",4,"3",9.9557

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",5,"3",8.1401

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",6,"3",10.331

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",7,"3",9.3882

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",8,"3",11.041

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",9,"3",10.143

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",10,"3",10.566

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",11,"3",10.840

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",12,"3",11.038

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",13,"3",10.713

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",14,"3",10.068

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",15,"3",10.950

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",16,"3",11.227

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",17,"3",11.203

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",18,"3",11.468

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",19,"3",10.925

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",20,"3",11.437

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",21,"3",11.273

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",22,"3",11.517

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",23,"3",9.9425

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",24,"3",10.961

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",25,"3",10.573

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",26,"3",10.735

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",27,"3",11.015

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",28,"3",10.848

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",29,"3",10.975

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",30,"3",10.997

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",31,"3",8.9412

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",32,"4",7.7827

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",33,"3",10.559

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",34,"3",8.0017

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",35,"3",9.8153

"TESTER","4000Plus","0"
"DATE","10/09/19"
"TIME","17:27:22"
"PRODUCT","DM"
"BATCH","KWB278"
"BONDER","Capillary Change"
"OPERATOR","ES Team"
"LOADUNIT","g"
"CARTRIDGE","25 g","20035517","Wire Pull"
"TESTSPEED",4.5,"mm/s"
"TESTLOAD",5,"g"
"FALLBACK",10,"%"
"TEST",36,"3",9.3576
